Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
33,Female,<5k,Bachelors,Emirati,250-500,Monthly,"Snapchat, TikTok, Instagram",Mega,Story,1-3,TikTok,Yes,Yes,NotSure,"Video, Story, Reel",Likely,No,Neutral,No,Overpromo,OnlineSearch,Week,"Price, Influencer"
44,Male,10-20k,Bachelors,Expat-Asian,250-500,Monthly,YouTube,Celebrity,Reel,1-3,YouTube,Yes,Yes,Expensive,Story,VeryLikely,11-25%,Neutral,Yes,Overpromo,SocialMedia,Week,"Influencer, Friends"
25,Female,<5k,Masters,Emirati,<100,Weekly,"Instagram, YouTube, TikTok",Mega,Story,None,YouTube,Yes,No,NotSure,"Story, Post, Reel",Likely,No,SomewhatEffective,Yes,Overpromo,OnlineSearch,Immediate,"Price, Influencer"
22,Male,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, Instagram",Micro,Post,1-3,TikTok,Yes,Yes,TooManyOptions,"Reel, Video",Likely,No,Neutral,Yes,Overpromo,SocialMedia,Month,"Brand, Price"
18,Female,10-20k,Masters,Expat-Western,<100,Monthly,"Facebook, TikTok, Snapchat",Macro,Reel,None,Snapchat,No,Yes,NotSure,Video,Likely,1-10%,NotEffective,No,Overpromo,SocialMedia,Week,"Influencer, Brand"
41,Male,<5k,Bachelors,Expat-Arab,250-500,Weekly,TikTok,Mega,Story,4-7,TikTok,Yes,No,NotTrusted,Post,Likely,26-50%,HighlyEffective,Yes,Repetitive,OnlineSearch,Month,"Ingredients, Price"
35,Female,30k+,Bachelors,Other,100-250,Monthly,"YouTube, Snapchat, TikTok",Macro,Video,1-3,TikTok,No,No,NotSure,"Story, Post, Reel",VeryLikely,No,SomewhatEffective,No,Repetitive,OnlineSearch,Month,"Friends, Ingredients"
30,Male,5-10k,Bachelors,Expat-Arab,250-500,Quarterly,Snapchat,Macro,Story,1-3,Snapchat,No,Yes,NotSure,"Story, Reel",VeryLikely,11-25%,SomewhatEffective,Yes,Inauthentic,OnlineSearch,Month,"Reviews, Brand"
32,Male,5-10k,Bachelors,Expat-Asian,100-250,Quarterly,"Snapchat, Instagram",Macro,Video,4-7,Snapchat,Yes,Yes,TooManyOptions,"Post, Reel, Story",VeryUnlikely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Month,"Brand, Ingredients"
23,Male,5-10k,Bachelors,Expat-Asian,<100,Monthly,"Facebook, TikTok, YouTube",Macro,Video,None,TikTok,No,No,NotTrusted,Video,VeryUnlikely,No,SomewhatEffective,No,Unrelatable,InStore,Week,"Ingredients, Brand"
48,Male,5-10k,HighSchool,Expat-Western,100-250,Monthly,"Instagram, TikTok, YouTube",Mega,Post,1-3,Instagram,Yes,Yes,Expensive,"Post, Reel, Story",Likely,11-25%,SomewhatEffective,No,Inauthentic,InStore,Never,"Reviews, Influencer"
31,Female,<5k,Bachelors,Expat-Asian,500-1000,Rarely,"TikTok, Snapchat, Facebook",Macro,Reel,1-3,TikTok,Yes,Yes,NotSure,Video,VeryUnlikely,50%+,SomewhatEffective,Yes,Overpromo,Ads,Week,"Price, Friends"
31,Other,10-20k,HighSchool,Expat-Asian,250-500,Monthly,"Instagram, Snapchat, YouTube",Macro,Story,1-3,Snapchat,No,No,NotSure,Story,Neutral,No,NotEffective,No,Repetitive,SocialMedia,Never,"Influencer, Friends"
36,Male,30k+,Doctorate,Expat-Arab,100-250,Monthly,"Instagram, TikTok",Celebrity,Video,4-7,TikTok,Yes,No,TooManyOptions,Video,VeryLikely,No,SomewhatEffective,No,Unrelatable,InStore,Week,"Friends, Ingredients"
34,Female,5-10k,Masters,Expat-Arab,250-500,Monthly,TikTok,Macro,Story,4-7,TikTok,Yes,Yes,NotSure,"Reel, Post",VeryLikely,26-50%,Neutral,No,Inauthentic,SocialMedia,Month,"Reviews, Brand"
32,Female,10-20k,Bachelors,Expat-Western,<100,Monthly,Facebook,Micro,Reel,None,Facebook,No,No,TooManyOptions,"Post, Video",Unlikely,1-10%,SomewhatEffective,No,Inauthentic,InStore,Week,"Friends, Influencer"
25,Female,10-20k,Bachelors,Expat-Arab,1000+,Monthly,"YouTube, Instagram, Snapchat",Macro,Story,1-3,Instagram,No,No,NotTrusted,"Post, Video, Reel",Neutral,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Reviews, Influencer"
34,Female,20-30k,Bachelors,Expat-Arab,250-500,Quarterly,"TikTok, YouTube",Mega,Post,1-3,YouTube,No,No,NotTrusted,"Reel, Post, Video",Unlikely,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Reviews, Ingredients"
44,Female,5-10k,Bachelors,Expat-Asian,100-250,Monthly,Facebook,Mega,Post,4-7,Facebook,No,No,HardToFind,"Post, Reel, Story",Unlikely,11-25%,SomewhatEffective,Yes,Overpromo,SocialMedia,Later,"Price, Ingredients"
40,Female,5-10k,Masters,Expat-Arab,250-500,Monthly,Snapchat,Mega,Story,1-3,Snapchat,Yes,No,TooManyOptions,"Reel, Post",Likely,11-25%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Brand, Price"
42,Female,5-10k,Masters,Other,<100,Rarely,Instagram,Macro,Reel,1-3,Instagram,Yes,Yes,NotTrusted,"Video, Reel, Story",VeryLikely,26-50%,SomewhatEffective,No,Inauthentic,InStore,Month,"Reviews, Influencer"
27,Male,10-20k,Bachelors,Expat-Asian,1000+,Weekly,Snapchat,Micro,Reel,1-3,Snapchat,No,Yes,NotTrusted,"Post, Reel",VeryLikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Week,"Ingredients, Reviews"
24,Female,20-30k,Masters,Expat-Asian,<100,Monthly,Snapchat,Mega,Reel,1-3,Snapchat,Yes,Yes,NotTrusted,Reel,VeryLikely,No,SomewhatEffective,No,Overpromo,InStore,Month,"Influencer, Reviews"
30,Male,5-10k,Bachelors,Expat-Western,250-500,Monthly,Instagram,Mega,Story,1-3,Instagram,Yes,Yes,Expensive,Story,VeryLikely,1-10%,SomewhatEffective,No,Inauthentic,OnlineSearch,Later,"Friends, Brand"
31,Female,5-10k,Doctorate,Emirati,100-250,Monthly,"YouTube, Instagram",Micro,Story,1-3,Instagram,Yes,Yes,NotSure,"Story, Reel",Likely,No,SomewhatEffective,No,Repetitive,Ads,Later,"Influencer, Brand"
38,Male,20-30k,HighSchool,Expat-Arab,250-500,Weekly,"TikTok, Instagram, YouTube",Micro,Post,4-7,Instagram,No,No,TooManyOptions,"Video, Reel",VeryLikely,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Month,"Brand, Influencer"
19,Female,20-30k,Bachelors,Expat-Asian,250-500,Monthly,TikTok,Celebrity,Reel,1-3,TikTok,Yes,Yes,Expensive,Reel,VeryLikely,No,HighlyEffective,No,Unrelatable,Ads,Week,"Reviews, Ingredients"
41,Female,30k+,Bachelors,Expat-Arab,250-500,Quarterly,"Facebook, TikTok",Mega,Video,8+,Facebook,No,No,NotSure,"Story, Video",Likely,No,SomewhatEffective,No,Overpromo,InStore,Week,"Brand, Ingredients"
29,Female,10-20k,Bachelors,Expat-Asian,250-500,Quarterly,"TikTok, Instagram",Mega,Story,1-3,TikTok,Yes,Yes,TooManyOptions,Reel,Likely,1-10%,HighlyEffective,Yes,Overpromo,SocialMedia,Never,"Price, Ingredients"
28,Male,5-10k,HighSchool,Expat-Western,500-1000,Quarterly,"Instagram, Facebook, Snapchat",Mega,Post,1-3,Instagram,Yes,Yes,NotSure,"Story, Video, Post",Likely,1-10%,HighlyEffective,Yes,Repetitive,InStore,Week,"Brand, Influencer"
23,Female,10-20k,Masters,Expat-Arab,<100,Monthly,"TikTok, YouTube, Facebook",Macro,Post,8+,YouTube,Yes,Yes,NotSure,Post,Likely,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Later,"Friends, Brand"
19,Female,10-20k,Bachelors,Expat-Arab,100-250,Weekly,TikTok,Macro,Reel,1-3,TikTok,Yes,Yes,NotTrusted,Video,Neutral,1-10%,HighlyEffective,No,Repetitive,InStore,Month,"Brand, Reviews"
36,Female,<5k,Bachelors,Other,100-250,Monthly,"Snapchat, TikTok, YouTube",Macro,Reel,4-7,Snapchat,No,No,TooManyOptions,"Reel, Story, Post",Unlikely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Never,"Friends, Influencer"
31,Female,10-20k,Bachelors,Expat-Asian,1000+,Monthly,"Instagram, YouTube, Snapchat",Micro,Reel,4-7,Snapchat,Yes,Yes,NotSure,"Story, Post",VeryLikely,No,SomewhatEffective,No,Unrelatable,OnlineSearch,Month,"Brand, Friends"
21,Female,10-20k,Bachelors,Expat-Asian,100-250,Rarely,"Snapchat, Facebook",Macro,Story,1-3,Snapchat,Yes,Yes,NotTrusted,"Reel, Story, Post",VeryLikely,11-25%,HighlyEffective,No,Repetitive,SocialMedia,Week,"Influencer, Friends"
21,Female,<5k,Bachelors,Expat-Arab,250-500,Monthly,"Instagram, TikTok",Macro,Reel,1-3,Instagram,Yes,No,NotSure,Post,Unlikely,No,SomewhatEffective,No,Unrelatable,OnlineSearch,Month,"Reviews, Ingredients"
28,Male,10-20k,Bachelors,Expat-Western,250-500,Monthly,"Instagram, Facebook",Macro,Reel,None,Instagram,Yes,Yes,HardToFind,Story,Likely,1-10%,NotEffective,No,Unrelatable,FriendsFamily,Never,"Price, Brand"
42,Female,10-20k,HighSchool,Expat-Asian,100-250,Quarterly,Instagram,Macro,Story,1-3,Instagram,Yes,Yes,TooManyOptions,Video,Neutral,1-10%,Neutral,No,Repetitive,InStore,Never,"Influencer, Friends"
29,Female,30k+,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Macro,Reel,1-3,Snapchat,Yes,Yes,HardToFind,Reel,Likely,No,SomewhatEffective,No,None,InStore,Month,"Influencer, Reviews"
20,Male,<5k,Bachelors,Expat-Western,100-250,Monthly,"Snapchat, YouTube, Instagram",Micro,Post,1-3,Instagram,No,No,NotTrusted,Reel,Unlikely,11-25%,NotEffective,No,Overpromo,SocialMedia,Later,"Ingredients, Reviews"
29,Male,5-10k,Masters,Expat-Arab,100-250,Quarterly,"Facebook, Snapchat, TikTok",Micro,Story,1-3,TikTok,No,Yes,Expensive,"Post, Reel, Video",Unlikely,No,SomewhatEffective,Yes,Unrelatable,Ads,Month,"Ingredients, Influencer"
29,Male,10-20k,Masters,Expat-Arab,100-250,Quarterly,Facebook,Micro,Video,1-3,Facebook,Yes,Yes,NotSure,Video,Neutral,1-10%,HighlyEffective,No,Inauthentic,InStore,Later,"Ingredients, Influencer"
18,Female,5-10k,HighSchool,Expat-Western,<100,Quarterly,Facebook,Micro,Story,1-3,Facebook,Yes,Yes,NotSure,"Post, Story",VeryLikely,No,NotEffective,No,Overpromo,InStore,Later,"Reviews, Ingredients"
30,Female,10-20k,Bachelors,Expat-Arab,500-1000,Weekly,"Snapchat, TikTok",Celebrity,Reel,8+,TikTok,Yes,Yes,Expensive,"Reel, Story, Post",Unlikely,No,Neutral,No,Overpromo,SocialMedia,Month,"Price, Brand"
29,Female,10-20k,HighSchool,Expat-Western,1000+,Monthly,Facebook,Micro,Reel,None,Facebook,Yes,Yes,Expensive,"Story, Reel, Video",Unlikely,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Month,"Brand, Ingredients"
35,Female,<5k,HighSchool,Expat-Western,100-250,Quarterly,Instagram,Micro,Post,None,Instagram,No,No,NotSure,"Post, Reel, Story",Neutral,1-10%,Neutral,No,Overpromo,SocialMedia,Month,"Reviews, Ingredients"
43,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"Facebook, YouTube, TikTok",Macro,Reel,1-3,Facebook,No,No,NotSure,Video,VeryLikely,1-10%,Neutral,No,Repetitive,OnlineSearch,Month,"Friends, Brand"
38,Male,10-20k,Bachelors,Expat-Asian,<100,Monthly,"TikTok, Instagram, Facebook",Macro,Story,8+,Instagram,Yes,Yes,NotTrusted,Post,Unlikely,11-25%,SomewhatEffective,No,Inauthentic,SocialMedia,Later,"Price, Ingredients"
29,Male,5-10k,HighSchool,Expat-Western,250-500,Quarterly,"YouTube, Facebook",Micro,Story,8+,Facebook,No,No,Expensive,"Reel, Video, Post",VeryLikely,11-25%,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Friends, Brand"
23,Female,30k+,Bachelors,Expat-Western,500-1000,Weekly,TikTok,Mega,Post,1-3,TikTok,Yes,Yes,NotSure,Reel,Likely,No,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Reviews, Friends"
49,Male,20-30k,HighSchool,Expat-Arab,<100,Quarterly,"Snapchat, YouTube, Instagram",Mega,Story,4-7,YouTube,Yes,Yes,NotTrusted,"Video, Post",Neutral,1-10%,NotEffective,No,Inauthentic,FriendsFamily,Month,"Friends, Price"
31,Male,10-20k,Masters,Emirati,<100,Monthly,Instagram,Micro,Post,1-3,Instagram,Yes,Yes,Expensive,"Video, Story",Likely,1-10%,HighlyEffective,No,Inauthentic,FriendsFamily,Week,"Reviews, Price"
31,Female,10-20k,Doctorate,Expat-Arab,250-500,Monthly,Instagram,Micro,Post,8+,Instagram,Yes,Yes,Expensive,Post,Neutral,No,Neutral,No,Overpromo,SocialMedia,Month,"Brand, Ingredients"
30,Female,5-10k,HighSchool,Expat-Asian,250-500,Weekly,"Facebook, Instagram",Celebrity,Story,None,Facebook,No,No,NotTrusted,"Video, Reel, Post",Neutral,1-10%,HighlyEffective,No,Unrelatable,FriendsFamily,Later,"Price, Friends"
32,Other,20-30k,Bachelors,Expat-Asian,<100,Quarterly,Facebook,Mega,Story,None,Facebook,Yes,Yes,NotSure,Video,VeryLikely,26-50%,SomewhatEffective,No,Overpromo,OnlineSearch,Month,"Brand, Friends"
29,Female,10-20k,Masters,Expat-Asian,250-500,Monthly,"Instagram, Snapchat",Macro,Video,None,Snapchat,Yes,Yes,HardToFind,Story,Neutral,No,SomewhatEffective,No,Overpromo,OnlineSearch,Later,"Brand, Influencer"
26,Female,10-20k,Masters,Expat-Arab,100-250,Monthly,"TikTok, Instagram, Facebook",Micro,Story,1-3,Instagram,No,No,NotTrusted,Reel,Unlikely,26-50%,Neutral,Yes,Unrelatable,SocialMedia,Week,"Ingredients, Friends"
27,Female,20-30k,Bachelors,Expat-Asian,100-250,Quarterly,"TikTok, YouTube, Snapchat",Macro,Reel,4-7,TikTok,No,No,Expensive,"Post, Reel, Video",VeryLikely,No,HighlyEffective,No,Inauthentic,SocialMedia,Later,"Reviews, Price"
30,Female,5-10k,HighSchool,Expat-Arab,250-500,Quarterly,"YouTube, TikTok, Facebook",Macro,Reel,1-3,YouTube,No,No,NotSure,"Video, Post",Neutral,No,SomewhatEffective,Yes,Repetitive,InStore,Month,"Influencer, Brand"
27,Female,20-30k,HighSchool,Expat-Asian,500-1000,Rarely,"YouTube, TikTok, Instagram",Micro,Reel,8+,TikTok,No,No,Expensive,Reel,Likely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Immediate,"Price, Friends"
26,Male,5-10k,Bachelors,Expat-Asian,100-250,Monthly,"Facebook, YouTube",Macro,Story,1-3,YouTube,Yes,Yes,NotSure,"Story, Reel, Video",Likely,1-10%,HighlyEffective,Yes,Overpromo,OnlineSearch,Month,"Brand, Reviews"
31,Female,5-10k,Bachelors,Expat-Arab,1000+,Monthly,"Snapchat, Facebook",Macro,Video,None,Snapchat,No,No,NotSure,"Video, Reel, Story",Likely,No,HighlyEffective,No,Unrelatable,SocialMedia,Never,"Reviews, Ingredients"
29,Female,5-10k,HighSchool,Expat-Arab,100-250,Rarely,"Instagram, Snapchat, Facebook",Micro,Reel,1-3,Facebook,No,No,Expensive,"Video, Post",Likely,26-50%,Neutral,Yes,Repetitive,FriendsFamily,Week,"Brand, Price"
41,Female,30k+,Bachelors,Expat-Asian,250-500,Quarterly,"Facebook, Snapchat, YouTube",Mega,Reel,1-3,Facebook,No,No,NotTrusted,"Video, Story, Reel",VeryLikely,11-25%,SomewhatEffective,No,Repetitive,SocialMedia,Month,"Ingredients, Brand"
18,Female,20-30k,HighSchool,Expat-Asian,100-250,Monthly,"Facebook, YouTube, Instagram",Mega,Story,4-7,Instagram,No,No,Expensive,"Post, Reel, Story",VeryUnlikely,1-10%,HighlyEffective,No,Repetitive,InStore,Never,"Reviews, Price"
38,Female,10-20k,Masters,Expat-Arab,500-1000,Monthly,"Instagram, Snapchat",Micro,Post,1-3,Snapchat,Yes,Yes,NotSure,"Post, Story, Reel",Neutral,1-10%,SomewhatEffective,Yes,Overpromo,SocialMedia,Immediate,"Ingredients, Influencer"
39,Male,10-20k,Bachelors,Other,500-1000,Quarterly,"TikTok, Snapchat, Instagram",Mega,Reel,1-3,Snapchat,No,Yes,NotTrusted,"Video, Post",Likely,26-50%,NotEffective,No,Inauthentic,SocialMedia,Month,"Friends, Ingredients"
18,Male,10-20k,HighSchool,Expat-Asian,<100,Monthly,"Facebook, Snapchat",Micro,Post,1-3,Facebook,Yes,Yes,NotSure,Post,Likely,11-25%,HighlyEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Friends"
28,Male,30k+,Bachelors,Other,500-1000,Quarterly,Facebook,Mega,Story,1-3,Facebook,Yes,Yes,NotTrusted,"Story, Post",Likely,1-10%,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Brand, Friends"
28,Male,10-20k,Bachelors,Expat-Arab,500-1000,Monthly,"Instagram, YouTube, Snapchat",Micro,Post,8+,Snapchat,Yes,No,NotSure,Video,Likely,1-10%,HighlyEffective,No,Repetitive,Ads,Month,"Price, Influencer"
21,Male,5-10k,Doctorate,Expat-Asian,250-500,Monthly,"Snapchat, YouTube",Micro,Reel,None,Snapchat,No,No,Expensive,"Post, Video, Reel",Likely,1-10%,HighlyEffective,No,None,OnlineSearch,Immediate,"Ingredients, Price"
25,Female,<5k,Bachelors,Expat-Western,100-250,Monthly,"TikTok, Facebook",Macro,Video,4-7,Facebook,Yes,Yes,Expensive,"Video, Reel, Story",Likely,1-10%,HighlyEffective,No,Inauthentic,OnlineSearch,Later,"Friends, Influencer"
23,Male,10-20k,Bachelors,Expat-Asian,500-1000,Weekly,"Snapchat, Instagram",Macro,Story,1-3,Instagram,Yes,No,NotSure,Post,Likely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Immediate,"Reviews, Brand"
43,Female,10-20k,Bachelors,Expat-Asian,500-1000,Monthly,Snapchat,Mega,Reel,1-3,Snapchat,Yes,No,NotSure,"Post, Video",VeryLikely,1-10%,Neutral,No,Unrelatable,SocialMedia,Week,"Influencer, Price"
37,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"Instagram, TikTok, YouTube",Macro,Story,8+,Instagram,No,Yes,Expensive,"Reel, Story",Neutral,No,SomewhatEffective,No,Unrelatable,Ads,Month,"Ingredients, Reviews"
39,Female,<5k,Masters,Expat-Asian,1000+,Monthly,"YouTube, Instagram",Micro,Story,1-3,Instagram,Yes,Yes,Expensive,"Post, Story",Unlikely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Month,"Reviews, Ingredients"
36,Male,20-30k,Bachelors,Emirati,<100,Quarterly,"Snapchat, Facebook, YouTube",Macro,Video,1-3,Snapchat,No,Yes,Expensive,Video,VeryLikely,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Week,"Influencer, Reviews"
23,Female,<5k,Bachelors,Expat-Arab,<100,Quarterly,"YouTube, TikTok",Macro,Video,1-3,TikTok,No,No,Expensive,"Reel, Video, Story",VeryLikely,50%+,SomewhatEffective,Yes,Overpromo,SocialMedia,Later,"Friends, Influencer"
27,Female,10-20k,HighSchool,Emirati,250-500,Quarterly,"Snapchat, YouTube, TikTok",Micro,Reel,1-3,TikTok,Yes,Yes,NotSure,"Reel, Post, Video",Likely,50%+,SomewhatEffective,No,Inauthentic,SocialMedia,Never,"Influencer, Brand"
34,Female,30k+,Bachelors,Emirati,250-500,Weekly,Snapchat,Macro,Story,4-7,Snapchat,Yes,Yes,NotSure,"Reel, Video, Story",VeryUnlikely,1-10%,Neutral,No,Inauthentic,SocialMedia,Later,"Ingredients, Friends"
22,Male,5-10k,Masters,Other,250-500,Monthly,"Snapchat, YouTube",Mega,Reel,1-3,Snapchat,No,Yes,NotSure,Reel,Unlikely,1-10%,Neutral,No,Inauthentic,InStore,Month,"Friends, Influencer"
35,Female,5-10k,Masters,Expat-Arab,<100,Monthly,"YouTube, TikTok",Mega,Post,4-7,YouTube,No,No,TooManyOptions,"Reel, Story, Video",Neutral,No,Neutral,Yes,Overpromo,SocialMedia,Later,"Ingredients, Brand"
29,Female,10-20k,Bachelors,Expat-Asian,1000+,Rarely,TikTok,Celebrity,Story,1-3,TikTok,No,No,Expensive,"Video, Story, Post",Unlikely,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Never,"Brand, Ingredients"
28,Female,20-30k,Bachelors,Expat-Western,<100,Quarterly,"YouTube, Facebook, TikTok",Micro,Story,None,TikTok,Yes,Yes,TooManyOptions,"Reel, Story",Likely,No,Neutral,No,Overpromo,InStore,Month,"Friends, Brand"
35,Male,10-20k,Masters,Expat-Asian,<100,Quarterly,"TikTok, Facebook",Macro,Reel,None,Facebook,No,No,HardToFind,"Post, Story, Reel",VeryUnlikely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Ingredients, Influencer"
34,Male,30k+,Masters,Expat-Arab,<100,Monthly,Instagram,Macro,Video,1-3,Instagram,Yes,No,Expensive,"Post, Story",Likely,1-10%,Neutral,No,Repetitive,Ads,Week,"Brand, Price"
28,Female,<5k,HighSchool,Expat-Asian,250-500,Monthly,"Facebook, Instagram",Macro,Story,8+,Facebook,Yes,Yes,Expensive,Story,Likely,No,NotEffective,No,Repetitive,OnlineSearch,Month,"Reviews, Ingredients"
39,Female,10-20k,Bachelors,Expat-Asian,500-1000,Monthly,"YouTube, Snapchat",Macro,Post,1-3,Snapchat,No,No,Expensive,"Story, Video",Neutral,No,HighlyEffective,Yes,Inauthentic,Ads,Never,"Reviews, Brand"
23,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"Facebook, YouTube",Celebrity,Video,1-3,YouTube,Yes,No,NotSure,"Story, Video, Reel",Likely,11-25%,SomewhatEffective,No,Inauthentic,InStore,Month,"Brand, Influencer"
35,Female,20-30k,Masters,Expat-Asian,500-1000,Weekly,"Instagram, YouTube, TikTok",Macro,Post,4-7,YouTube,No,No,Expensive,"Story, Video, Reel",Neutral,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Price, Influencer"
35,Female,5-10k,HighSchool,Other,<100,Rarely,YouTube,Celebrity,Reel,4-7,YouTube,No,No,TooManyOptions,"Video, Post",Likely,No,Neutral,No,None,InStore,Week,"Brand, Price"
28,Male,20-30k,Bachelors,Expat-Asian,250-500,Monthly,Instagram,Mega,Post,None,Instagram,No,No,TooManyOptions,"Story, Post, Video",Neutral,No,HighlyEffective,No,Overpromo,OnlineSearch,Week,"Price, Reviews"
33,Female,10-20k,Masters,Expat-Arab,100-250,Monthly,Instagram,Mega,Story,4-7,Instagram,Yes,No,Expensive,"Video, Reel",Likely,No,NotEffective,Yes,Inauthentic,SocialMedia,Month,"Influencer, Price"
22,Male,5-10k,HighSchool,Expat-Asian,100-250,Weekly,YouTube,Mega,Video,1-3,YouTube,Yes,Yes,TooManyOptions,"Reel, Post, Story",VeryLikely,No,SomewhatEffective,Yes,Repetitive,SocialMedia,Never,"Ingredients, Friends"
37,Female,<5k,Bachelors,Emirati,<100,Quarterly,"TikTok, Snapchat",Macro,Post,None,Snapchat,No,No,HardToFind,"Reel, Post",Unlikely,11-25%,HighlyEffective,No,Overpromo,FriendsFamily,Month,"Influencer, Brand"
29,Female,20-30k,Bachelors,Expat-Western,250-500,Monthly,"YouTube, TikTok, Snapchat",Micro,Story,1-3,YouTube,Yes,Yes,Expensive,"Video, Post",Unlikely,No,HighlyEffective,No,Repetitive,SocialMedia,Later,"Price, Brand"
27,Female,<5k,Bachelors,Emirati,250-500,Quarterly,Snapchat,Macro,Story,1-3,Snapchat,Yes,Yes,Expensive,Reel,VeryUnlikely,11-25%,Neutral,No,Inauthentic,SocialMedia,Week,"Ingredients, Friends"
38,Male,5-10k,Bachelors,Expat-Arab,250-500,Quarterly,"YouTube, Snapchat, TikTok",Micro,Video,1-3,YouTube,No,No,NotSure,"Video, Post",Neutral,No,HighlyEffective,No,Overpromo,FriendsFamily,Month,"Brand, Friends"
26,Male,5-10k,Bachelors,Expat-Western,100-250,Monthly,TikTok,Macro,Video,1-3,TikTok,Yes,Yes,Expensive,"Story, Video",Neutral,1-10%,HighlyEffective,Yes,Overpromo,SocialMedia,Month,"Brand, Reviews"
21,Male,20-30k,HighSchool,Expat-Asian,<100,Quarterly,Facebook,Macro,Post,None,Facebook,No,No,TooManyOptions,Video,Neutral,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Later,"Influencer, Price"
20,Male,10-20k,Bachelors,Expat-Arab,250-500,Weekly,"Snapchat, Instagram",Macro,Post,4-7,Instagram,Yes,Yes,Expensive,"Video, Post, Reel",VeryLikely,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Immediate,"Price, Ingredients"
35,Male,20-30k,Masters,Expat-Asian,<100,Monthly,"Instagram, YouTube",Celebrity,Reel,8+,Instagram,Yes,Yes,TooManyOptions,"Video, Post",VeryLikely,1-10%,Neutral,No,Unrelatable,SocialMedia,Week,"Friends, Price"
22,Female,5-10k,Masters,Expat-Western,500-1000,Quarterly,"Facebook, Instagram",Mega,Story,4-7,Instagram,No,No,Expensive,Story,Likely,26-50%,SomewhatEffective,No,Inauthentic,SocialMedia,Week,"Brand, Ingredients"
43,Male,10-20k,HighSchool,Expat-Arab,250-500,Quarterly,"Facebook, TikTok, Snapchat",Micro,Reel,1-3,Facebook,No,No,NotSure,Video,Unlikely,No,Neutral,No,Overpromo,InStore,Never,"Influencer, Friends"
18,Male,10-20k,HighSchool,Expat-Western,<100,Monthly,"Instagram, Snapchat",Macro,Post,1-3,Instagram,No,No,TooManyOptions,"Video, Reel",VeryLikely,1-10%,NotEffective,No,None,InStore,Week,"Brand, Friends"
42,Female,20-30k,Bachelors,Emirati,1000+,Monthly,"TikTok, Instagram",Macro,Post,1-3,Instagram,Yes,Yes,NotTrusted,"Post, Reel, Story",Unlikely,26-50%,SomewhatEffective,No,Unrelatable,InStore,Immediate,"Reviews, Price"
32,Female,20-30k,Bachelors,Expat-Asian,250-500,Monthly,TikTok,Macro,Reel,None,TikTok,No,No,TooManyOptions,Story,Likely,No,Neutral,No,Repetitive,SocialMedia,Month,"Influencer, Price"
30,Female,<5k,Bachelors,Expat-Western,<100,Weekly,TikTok,Mega,Post,1-3,TikTok,Yes,Yes,Expensive,"Story, Reel",Neutral,No,NotEffective,No,Overpromo,OnlineSearch,Month,"Friends, Ingredients"
27,Male,10-20k,Bachelors,Expat-Arab,250-500,Monthly,"TikTok, Instagram",Macro,Video,1-3,TikTok,Yes,Yes,NotSure,Reel,VeryLikely,No,Neutral,No,Overpromo,OnlineSearch,Later,"Brand, Reviews"
