Age,Gender,Nationality,Occupation,Income_Bracket,Income_Numeric,Buy_Frequency,Monthly_Spend,Brand_Preferences,Influencer_Purchased,Platforms_Followed,Influencer_Tier,Ad_Formats_Engaged,Engagement_Level,Motivations,Skincare_Concerns,Online_Buying_Challenges,Influencer_1Month_Importance,Likelihood_Buy_Next_Month,Giveaway_Challenge_Participation,Willingness_to_Pay_More,Open_Feedback,Last_Brand_Purchased
18-24,Male,Egyptian,Student,10000-20000,18513.0,2–3 times a month,1453.0,"K-beauty/J-beauty,Drugstore,International brands,Premium",No,"Facebook,TikTok,YouTube",Micro-influencer,Reel/Short Video,Often,"Dermatologist advice,Discounts/offers","Oily skin,Aging/wrinkles,Hyperpigmentation","Hard to judge authenticity,Too many choices",Not important,Neutral,Maybe,21–30%,,Huda Beauty
18-24,Prefer not to say,Other,Employed full-time,10000-20000,2159.0,Once a month,459.0,"Drugstore,Local brands",Yes,Instagram,Celebrity influencer,"Live Stream,Reel/Short Video,Long-form Video",Rarely,"Friends/family recommendation,Ingredients","Sensitivity,Oily skin,Hyperpigmentation,Acne","Too many choices,Lack of trust in reviews",Somewhat important,Likely,No,21–30%,,
25-34,Female,British,Employed full-time,20000-35000,2452.0,Less than once a month,454.0,"Drugstore,Premium,Dermatologist-recommended,K-beauty/J-beauty",Yes,"TikTok,Instagram,Facebook",Macro-influencer,"Post,Reel/Short Video",Sometimes,"Influencer recommendation,Packaging/design","Acne,Dryness","Prefer in-store experience,Too many choices",Important,Unlikely,Yes,0% (none),Show skincare routine without filters.,La Roche-Posay
Under 18,Female,Indian,Employed full-time,>35000,9654.0,Less than once a month,550.0,"Drugstore,Dermatologist-recommended,International brands",Yes,"TikTok,YouTube",Micro-influencer,"Blog/Article,Long-form Video",Always,"Influencer recommendation,Discounts/offers","Hyperpigmentation,Dryness",Hard to judge authenticity,Important,Unlikely,Yes,0% (none),,Neutrogena
18-24,Female,Emirati,Unemployed,5000-10000,17408.0,More than once a week,1206.0,Drugstore,Yes,"TikTok,Facebook,Instagram",Macro-influencer,Story,Sometimes,"Influencer recommendation,Discounts/offers","Acne,Dryness,Aging/wrinkles,Hyperpigmentation",Delivery issues,Not important,Likely,No,1–10%,Use less retouching in photos.,Cetaphil
18-24,Female,Egyptian,Employed full-time,20000-35000,5561.0,Weekly,214.0,"Drugstore,International brands",Yes,Instagram,Micro-influencer,Story,Sometimes,"Packaging/design,Discounts/offers","Aging/wrinkles,Hyperpigmentation,Dryness",Hard to judge authenticity,Important,Neutral,No,0% (none),,The Ordinary
18-24,Female,Pakistani,Employed full-time,<5000,5872.0,More than once a week,558.0,"Drugstore,Organic/Natural,Premium,International brands",No,"Instagram,Other,TikTok",Macro-influencer,Story,Often,"Influencer recommendation,Reviews","Aging/wrinkles,Acne","Delivery issues,Too many choices",Not important,Neutral,No,Over 30%,,Drunk Elephant
18-24,Male,Emirati,Business owner,10000-20000,10165.0,Once a month,599.0,Organic/Natural,No,"Instagram,Snapchat,Facebook",Macro-influencer,"Long-form Video,Reel/Short Video",Sometimes,"Reviews,Influencer recommendation","Hyperpigmentation,Acne,Aging/wrinkles,Dryness",Too many choices,Very important,Very likely,No,0% (none),Show skincare routine without filters.,
35-44,Female,Indian,Employed full-time,10000-20000,29307.0,More than once a week,258.0,"Organic/Natural,Drugstore,Premium,International brands",Yes,"Instagram,YouTube,TikTok",Micro-influencer,"Post,Blog/Article,Long-form Video",Often,"Ingredients,Influencer recommendation",Aging/wrinkles,"Hard to judge authenticity,Delivery issues",Important,Likely,Maybe,1–10%,Use less retouching in photos.,Cetaphil
25-34,Male,Other,Employed full-time,10000-20000,2243.0,Once a month,91.0,"Premium,K-beauty/J-beauty,Drugstore",Yes,"TikTok,Instagram,Snapchat",Mega-influencer,"Post,Story",Always,"Discounts/offers,Reviews","Oily skin,Dryness","Too many choices,Not sure if product suits me",Somewhat important,Likely,Yes,11–20%,Use less retouching in photos.,
25-34,Female,Filipino,Employed full-time,5000-10000,13960.0,2–3 times a month,720.0,"Organic/Natural,Drugstore",Yes,"TikTok,YouTube,Snapchat",Mega-influencer,"Story,Long-form Video,Post",Never,"Discounts/offers,Reviews",Other,"Prefer in-store experience,Too many choices,Delivery issues",Somewhat important,Likely,Yes,0% (none),Use less retouching in photos.,Cetaphil
35-44,Female,Filipino,Employed full-time,20000-35000,10843.0,Weekly,524.0,"International brands,Dermatologist-recommended",No,"Other,Instagram,YouTube",Micro-influencer,"Live Stream,Reel/Short Video,Blog/Article",Often,"Discounts/offers,Brand reputation","Hyperpigmentation,Aging/wrinkles,Sensitivity",Prefer in-store experience,Important,Unlikely,Maybe,0% (none),Be more transparent about paid partnerships.,
25-34,Female,Filipino,Other,<5000,9824.0,Once a month,872.0,"Organic/Natural,Local brands,Premium",Yes,"Instagram,YouTube,TikTok",Micro-influencer,Reel/Short Video,Rarely,"Influencer recommendation,Ingredients","Oily skin,Acne,Sensitivity","Prefer in-store experience,Lack of trust in reviews,Too many choices",Important,Likely,Yes,0% (none),,Drunk Elephant
18-24,Male,Indian,Business owner,<5000,14182.0,2–3 times a month,1196.0,"K-beauty/J-beauty,International brands,Organic/Natural",Yes,"Instagram,YouTube",Micro-influencer,"Live Stream,Blog/Article,Long-form Video",Sometimes,"Discounts/offers,Reviews","Other,Hyperpigmentation","Lack of trust in reviews,Not sure if product suits me",Very important,Very likely,Yes,1–10%,,La Roche-Posay
25-34,Male,Indian,Employed full-time,10000-20000,12122.0,Once a month,1493.0,"International brands,Premium,Drugstore",Yes,"YouTube,TikTok",Mega-influencer,"Story,Reel/Short Video",Often,"Ingredients,Discounts/offers","Acne,Oily skin,Dryness,Sensitivity","Too many choices,Hard to judge authenticity",Very important,Neutral,No,0% (none),Show skincare routine without filters.,La Roche-Posay
25-34,Male,Indian,Homemaker,5000-10000,4075.0,Once a month,928.0,"Organic/Natural,K-beauty/J-beauty,International brands,Drugstore",Yes,"YouTube,Instagram",Micro-influencer,"Long-form Video,Blog/Article,Post",Often,"Discounts/offers,Ingredients",Acne,"Lack of trust in reviews,Hard to judge authenticity",Neutral,Likely,Yes,1–10%,Use less retouching in photos.,
35-44,Male,Emirati,Employed full-time,20000-35000,5911.0,2–3 times a month,380.0,"Dermatologist-recommended,Local brands,K-beauty/J-beauty,Organic/Natural",Yes,"TikTok,Facebook,Other",Micro-influencer,"Long-form Video,Reel/Short Video,Story",Often,"Brand reputation,Friends/family recommendation","Oily skin,Other,Sensitivity,Aging/wrinkles","Prefer in-store experience,Lack of trust in reviews",Very important,Likely,Yes,1–10%,,CeraVe
25-34,Male,Egyptian,Student,5000-10000,3213.0,2–3 times a month,199.0,"Drugstore,Premium",Yes,"Snapchat,Instagram,TikTok",Micro-influencer,"Reel/Short Video,Story",Always,"Ingredients,Dermatologist advice","Aging/wrinkles,Oily skin","Not sure if product suits me,Too many choices",Important,Unlikely,Maybe,1–10%,,Drunk Elephant
18-24,Female,Filipino,Employed full-time,<5000,3252.0,Weekly,348.0,"International brands,Local brands",Yes,"Instagram,Facebook,YouTube",Micro-influencer,"Post,Reel/Short Video",Sometimes,"Influencer recommendation,Discounts/offers","Acne,Dryness,Other","Delivery issues,Not sure if product suits me",Important,Unlikely,Yes,0% (none),Include more before-and-after photos.,Cetaphil
18-24,Female,Egyptian,Employed full-time,20000-35000,12149.0,2–3 times a month,3236.0,"K-beauty/J-beauty,Premium,Dermatologist-recommended",Yes,"Snapchat,YouTube",Macro-influencer,Story,Often,"Influencer recommendation,Ingredients","Sensitivity,Aging/wrinkles",Not sure if product suits me,Important,Neutral,Yes,0% (none),Use less retouching in photos.,
25-34,Male,Egyptian,Employed full-time,10000-20000,19605.0,2–3 times a month,688.0,"Premium,Drugstore,Organic/Natural,International brands",Yes,"TikTok,YouTube,Instagram",Macro-influencer,"Story,Reel/Short Video,Post",Sometimes,"Packaging/design,Discounts/offers","Oily skin,Hyperpigmentation,Acne,Aging/wrinkles","Not sure if product suits me,Delivery issues",Somewhat important,Neutral,Yes,1–10%,,
25-34,Female,Indian,Employed part-time,5000-10000,31607.0,Less than once a month,354.0,"Premium,Drugstore,International brands",Yes,"TikTok,YouTube",Macro-influencer,"Story,Reel/Short Video",Sometimes,"Ingredients,Discounts/offers","Hyperpigmentation,Acne",Delivery issues,Neutral,Neutral,Maybe,0% (none),,Cetaphil
25-34,Female,Pakistani,Unemployed,10000-20000,10908.0,Once a month,903.0,"International brands,Organic/Natural",Yes,"TikTok,Other",Macro-influencer,Reel/Short Video,Sometimes,"Discounts/offers,Reviews","Dryness,Aging/wrinkles","Delivery issues,Hard to judge authenticity,Lack of trust in reviews",Very important,Very likely,Yes,11–20%,,Glow Recipe
25-34,Female,Filipino,Employed full-time,10000-20000,3831.0,More than once a week,743.0,"Local brands,K-beauty/J-beauty,Dermatologist-recommended,Premium",No,"Facebook,TikTok,Snapchat",Macro-influencer,"Long-form Video,Post,Reel/Short Video",Often,"Discounts/offers,Reviews","Aging/wrinkles,Oily skin,Other,Sensitivity","Lack of trust in reviews,Delivery issues",Important,Very unlikely,Maybe,0% (none),,Cetaphil
45 or older,Female,Other,Employed full-time,10000-20000,3005.0,Less than once a month,292.0,"International brands,Drugstore,K-beauty/J-beauty,Organic/Natural",No,"Instagram,Facebook,YouTube",Micro-influencer,Post,Sometimes,"Ingredients,Influencer recommendation","Dryness,Aging/wrinkles",Delivery issues,Very important,Neutral,Yes,1–10%,Show skincare routine without filters.,La Roche-Posay
25-34,Female,Indian,Student,5000-10000,17083.0,2–3 times a month,508.0,"K-beauty/J-beauty,International brands,Dermatologist-recommended",Yes,"Instagram,TikTok",Micro-influencer,"Reel/Short Video,Long-form Video,Live Stream",Often,"Influencer recommendation,Ingredients","Acne,Aging/wrinkles,Oily skin,Dryness",Lack of trust in reviews,Somewhat important,Neutral,Yes,1–10%,,
18-24,Female,British,Student,20000-35000,58685.0,Once a month,576.0,Drugstore,Yes,"Instagram,YouTube",Micro-influencer,"Reel/Short Video,Story,Long-form Video",Often,"Discounts/offers,Influencer recommendation","Oily skin,Acne",Prefer in-store experience,Neutral,Very likely,No,1–10%,Share more honest reviews.,La Roche-Posay
18-24,Prefer not to say,Pakistani,Employed full-time,20000-35000,10668.0,Weekly,459.0,"International brands,Drugstore",No,"Facebook,YouTube",Macro-influencer,Reel/Short Video,Never,"Discounts/offers,Packaging/design","Acne,Oily skin","Prefer in-store experience,Too many choices",Neutral,Neutral,Yes,Over 30%,,Huda Beauty
18-24,Female,Indian,Employed full-time,10000-20000,15687.0,Weekly,415.0,"Premium,Organic/Natural,K-beauty/J-beauty,International brands",Yes,"Instagram,Snapchat",Mega-influencer,"Blog/Article,Long-form Video,Reel/Short Video",Sometimes,"Dermatologist advice,Ingredients",Hyperpigmentation,"Not sure if product suits me,Prefer in-store experience",Important,Likely,Yes,0% (none),Include more before-and-after photos.,Drunk Elephant
18-24,Male,Indian,Homemaker,<5000,12935.0,Once a month,692.0,International brands,Yes,Instagram,Micro-influencer,"Blog/Article,Long-form Video",Sometimes,"Influencer recommendation,Ingredients","Acne,Hyperpigmentation","Not sure if product suits me,Prefer in-store experience",Very important,Likely,No,21–30%,Share more honest reviews.,Huda Beauty
18-24,Female,Pakistani,Employed full-time,20000-35000,18187.0,Once a month,173.0,"K-beauty/J-beauty,Premium,Dermatologist-recommended",Yes,YouTube,Micro-influencer,Story,Sometimes,"Reviews,Influencer recommendation",Oily skin,"Hard to judge authenticity,Prefer in-store experience,Delivery issues",Neutral,Likely,Yes,0% (none),Include more before-and-after photos.,La Roche-Posay
18-24,Male,British,Student,10000-20000,2521.0,2–3 times a month,867.0,"Premium,K-beauty/J-beauty",No,"Instagram,Snapchat",Micro-influencer,"Story,Live Stream",Often,"Packaging/design,Ingredients","Dryness,Sensitivity,Oily skin,Acne",Delivery issues,Important,Unlikely,Maybe,0% (none),Use less retouching in photos.,
18-24,Female,Indian,Employed full-time,10000-20000,14388.0,2–3 times a month,741.0,"Drugstore,Premium,Dermatologist-recommended,Organic/Natural",No,"TikTok,Instagram",Mega-influencer,"Story,Blog/Article",Sometimes,"Ingredients,Influencer recommendation","Hyperpigmentation,Aging/wrinkles",Not sure if product suits me,Important,Unlikely,Yes,0% (none),Use less retouching in photos.,
18-24,Female,Pakistani,Employed full-time,5000-10000,19125.0,Once a month,371.0,"Drugstore,International brands",Yes,"YouTube,TikTok,Instagram",Mega-influencer,"Story,Long-form Video",Often,"Discounts/offers,Ingredients","Aging/wrinkles,Oily skin,Hyperpigmentation","Hard to judge authenticity,Prefer in-store experience,Lack of trust in reviews",Very important,Unlikely,No,1–10%,Show skincare routine without filters.,
35-44,Female,Indian,Student,20000-35000,5034.0,Weekly,1207.0,"Drugstore,International brands",Yes,"YouTube,Facebook,Instagram",Micro-influencer,"Long-form Video,Post,Blog/Article",Often,"Ingredients,Brand reputation","Dryness,Acne,Hyperpigmentation,Aging/wrinkles","Hard to judge authenticity,Not sure if product suits me",Important,Very unlikely,Maybe,1–10%,Include more before-and-after photos.,Drunk Elephant
18-24,Female,British,Business owner,10000-20000,11206.0,Once a month,957.0,"K-beauty/J-beauty,Drugstore,Organic/Natural",No,"Snapchat,Facebook,TikTok",Macro-influencer,"Story,Blog/Article,Reel/Short Video",Sometimes,"Reviews,Packaging/design","Aging/wrinkles,Acne,Oily skin","Not sure if product suits me,Too many choices,Delivery issues",Important,Neutral,Yes,1–10%,Show skincare routine without filters.,Huda Beauty
25-34,Female,Indian,Student,<5000,5394.0,Weekly,361.0,Organic/Natural,No,"Instagram,Snapchat,YouTube",Macro-influencer,"Reel/Short Video,Long-form Video,Story",Often,"Discounts/offers,Ingredients","Hyperpigmentation,Oily skin",Not sure if product suits me,Very important,Likely,Yes,11–20%,,
25-34,Female,Other,Employed full-time,5000-10000,30525.0,2–3 times a month,817.0,"Drugstore,Dermatologist-recommended",No,"TikTok,Instagram,YouTube",Micro-influencer,Long-form Video,Never,"Discounts/offers,Friends/family recommendation",Aging/wrinkles,"Not sure if product suits me,Delivery issues",Somewhat important,Unlikely,Yes,21–30%,,The Ordinary
45 or older,Male,Indian,Employed full-time,20000-35000,2306.0,Less than once a month,384.0,"Premium,International brands,Drugstore",Yes,"Facebook,Instagram",Micro-influencer,Long-form Video,Never,"Influencer recommendation,Ingredients","Aging/wrinkles,Hyperpigmentation",Not sure if product suits me,Very important,Unlikely,Maybe,11–20%,Share more honest reviews.,
18-24,Male,Indian,Employed full-time,<5000,9803.0,Weekly,558.0,"Drugstore,Dermatologist-recommended,K-beauty/J-beauty,International brands",Yes,Facebook,Macro-influencer,Post,Never,"Ingredients,Influencer recommendation","Sensitivity,Oily skin,Aging/wrinkles,Acne",Hard to judge authenticity,Very important,Likely,No,0% (none),Share more honest reviews.,
25-34,Female,Emirati,Employed full-time,>35000,3639.0,2–3 times a month,682.0,"Drugstore,Organic/Natural,International brands",No,TikTok,Micro-influencer,"Long-form Video,Reel/Short Video",Sometimes,"Influencer recommendation,Brand reputation","Aging/wrinkles,Oily skin,Dryness",Delivery issues,Neutral,Unlikely,Yes,0% (none),Show skincare routine without filters.,
45 or older,Male,Indian,Homemaker,10000-20000,13210.0,Once a month,354.0,"Drugstore,K-beauty/J-beauty",Yes,"YouTube,Facebook",Micro-influencer,"Story,Reel/Short Video",Rarely,"Influencer recommendation,Friends/family recommendation",Dryness,Hard to judge authenticity,Important,Unlikely,Yes,0% (none),,
35-44,Female,Filipino,Employed full-time,10000-20000,3741.0,2–3 times a month,905.0,"Dermatologist-recommended,Drugstore,International brands,Premium",Yes,"YouTube,Facebook",Micro-influencer,"Post,Long-form Video",Always,"Ingredients,Reviews","Oily skin,Acne,Dryness","Not sure if product suits me,Hard to judge authenticity,Prefer in-store experience",Very important,Very likely,Yes,0% (none),,Cetaphil
35-44,Male,Indian,Business owner,5000-10000,4415.0,Once a month,605.0,"Drugstore,Organic/Natural,International brands,K-beauty/J-beauty",Yes,"Instagram,YouTube,Facebook",Macro-influencer,Reel/Short Video,Sometimes,"Ingredients,Discounts/offers",Oily skin,"Hard to judge authenticity,Delivery issues",Very important,Very unlikely,No,0% (none),Share more honest reviews.,The Ordinary
18-24,Non-binary/Other,Egyptian,Student,5000-10000,8138.0,Once a month,638.0,"Drugstore,Organic/Natural",No,TikTok,Mega-influencer,"Story,Reel/Short Video,Blog/Article",Often,"Brand reputation,Ingredients",Aging/wrinkles,Hard to judge authenticity,Somewhat important,Neutral,Maybe,0% (none),,Glow Recipe
18-24,Female,Emirati,Business owner,>35000,24168.0,Once a month,604.0,"Local brands,K-beauty/J-beauty,International brands,Drugstore",No,"YouTube,Instagram",Macro-influencer,"Long-form Video,Reel/Short Video,Post",Rarely,"Brand reputation,Influencer recommendation","Acne,Aging/wrinkles,Sensitivity",Hard to judge authenticity,Important,Very unlikely,Yes,Over 30%,,Neutrogena
